Date,Causey Reservoir (10137290) % of Reservoir Capacity Start of Day Values,Pineview Reservoir (10139000) % of Reservoir Capacity Start of Day Values,Weber SWE,,Flood,Ben Lomond Peak (332) Snow Water Equivalent (in) Start of Day Values,Ben Lomond Trail (333) Snow Water Equivalent (in) Start of Day Values,Lightning Ridge (1056) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,OgdenTemp_Max (°F),OgdenTemp_min (°F),OgdenTemp_mean (°F),OgdenPrecipitation_sum (inch),OgdenRain_sum (inch),OgdenSnowfall_sum (inch),OgdenWindspeed_10m_max (mp/h),hooperTemp_Max (°F),hooperTemp_min (°F),hooperTemp_mean (°F),hooperPrecipitation_sum (inch),hooperRain_sum (inch),hooperSnowfall_sum (inch),hooperWindspeed_10m_max (mp/h)
2/7/2007,50,51,50.5,No,0,10.2,5.4,7.4,6.9,47,25.3,37,0,0,0,3,39.9,25,33.9,0,0,0,4.8
2/8/2007,50,51,50.5,No,0,10.2,5.4,7.4,6.9,46.3,34.2,41.5,0.012,0.012,0,3.9,41.1,34.2,38.2,0.024,0.024,0,5.2
2/9/2007,50,51,50.5,No,0,10.2,5.4,7.4,6.9,46.5,30.2,37.7,0,0,0,4.2,42,31.2,36.2,0,0,0,5.7
2/10/2007,51,51,51,No,0,10.3,5.6,7.4,7,48.3,34.1,39.9,0.048,0.048,0,7.1,43.9,32.4,37.7,0.048,0.048,0,8.8
2/11/2007,51,52,51.5,No,0,11.6,6.2,7.8,7.2,44.1,33.6,37.8,0.411,0.387,0.166,7.9,41,33.5,37.9,0.384,0.384,0,9.7
2/12/2007,51,52,51.5,No,0,13.7,6.4,8.7,7.6,38.2,28.5,33.8,0.084,0.064,0.167,3.2,36,29.8,32.7,0.04,0.04,0,5.1
2/13/2007,51,52,51.5,No,0,13.8,6.3,8.8,7.7,39,21.4,30.3,0,0,0,7.8,36,22.5,29.5,0,0,0,8.1
2/14/2007,52,52,52,No,0,13.9,6.3,8.8,7.8,35.2,15.7,27.6,0,0,0,4.3,32.9,17.3,26.6,0,0,0,6.6
2/15/2007,52,52,52,No,0,14,6.2,8.8,7.8,36.2,25.7,31.2,0.132,0.016,0.856,7.7,34.8,25.7,30.4,0.088,0.024,0.499,9.2
2/16/2007,52,53,52.5,No,0,15,6.7,9.2,8.1,43.8,33.6,37.7,0.104,0.076,0.195,7.9,39.8,34,36.6,0.028,0.028,0,12
2/17/2007,52,53,52.5,No,0,15.5,6.9,9.7,8.2,43.4,24.5,34.3,0,0,0,3.7,40,24.1,32.6,0,0,0,6.2
2/18/2007,53,53,53,No,0,15.7,6.9,9.7,8.2,47.8,21.5,34.6,0.043,0.043,0,4.7,43.5,22.1,32.7,0.075,0.075,0,5.6
2/19/2007,53,53,53,No,0,15.9,6.7,9.7,8.3,38.1,26.3,32,0.41,0.129,1.959,7.7,35,22.9,31.3,0.339,0.141,1.406,8.5
2/20/2007,53,54,53.5,No,0,16.4,6.9,10,8.7,36.7,18.7,27.3,0,0,0,9.6,36.4,16.3,26.4,0,0,0,10.6
2/21/2007,54,54,54,No,0,16.4,7.1,10,8.7,47.1,26.4,36,0,0,0,7,42.3,26.8,34.9,0,0,0,8.6
2/22/2007,54,54,54,No,0,16.4,7.1,10,8.8,51.9,30.7,41.6,0,0,0,10.4,46.6,31.4,39,0,0,0,13
2/23/2007,54,54,54,No,0,16.4,7,10,8.8,41.4,25.4,32.5,0.195,0.06,0.966,8.7,41.5,27,33.2,0.1,0.04,0.443,12
2/24/2007,54,55,54.5,No,0,16.9,7.4,10.2,9.2,29.8,19.1,24,0,0,0,7.6,30.3,18.1,24.3,0,0,0,8.9
2/25/2007,55,55,55,No,0,17,7.5,10.2,9.3,33.5,18.6,26.9,0.152,0,1.077,9.6,33.9,24.7,29,0.124,0.012,0.887,11.7
2/26/2007,55,55,55,No,0,18.3,8.4,10.8,9.7,35.5,26.3,29.9,0.04,0,0.303,6.7,35.8,24.8,30.1,0.016,0,0.138,8.9
2/27/2007,55,56,55.5,No,0,18.6,8.5,11.1,9.8,32.2,18.6,27.6,0.257,0.075,1.268,10.2,31.8,24.8,28.8,0.198,0.044,1.187,13
2/28/2007,56,56,56,No,0,19.4,9,11.7,10.3,30.2,10.9,22.6,0.036,0,0.248,4.2,29.8,14,22.7,0.028,0,0.223,6.4
3/1/2007,56,56,56,No,0,19.6,9.1,11.7,10.5,28.5,17.9,23.3,0.1,0.012,0.777,8.5,29.4,17.4,23.4,0.056,0.004,0.5,10.3
3/2/2007,56,56,56,No,0,20.8,9.7,12.3,10.8,26.3,18.3,22.3,0.104,0,0.745,8.5,27.2,20.7,24.3,0.068,0.012,0.388,10.1
3/3/2007,56,57,56.5,No,0,21.3,10.1,12.4,10.9,28.6,4.6,18.8,0,0,0,3.4,28.7,5.9,19.1,0,0,0,5.2
3/4/2007,57,57,57,No,0,21.3,10.1,12.4,11,35.5,6.4,22.9,0,0,0,2.6,32.9,9.7,22.9,0,0,0,4.1
3/5/2007,57,57,57,No,0,21.3,10.3,12.4,11,40.8,12.7,28.6,0,0,0,2.9,35.1,15.4,27.2,0,0,0,4.8
3/6/2007,57,57,57,No,0,21.4,10.3,12.4,11,42.6,25.9,34.6,0,0,0,2.9,36.4,26.1,32,0,0,0,4.6
3/7/2007,57,57,57,No,0,21.4,10.2,12.4,11,51.5,20.7,36.7,0,0,0,4.5,46.8,20.4,34.3,0,0,0,5.2
3/8/2007,58,57,57.5,No,0,21.6,9.7,12.4,11,46.1,32.6,39.5,0.194,0.194,0,7.4,41.4,33.4,38.4,0.131,0.131,0,7.6
3/9/2007,58,58,58,No,0,22.4,9.3,12.8,11.1,49.8,26.8,39,0.012,0.012,0,5.8,45,26.4,36.3,0.012,0.012,0,9.2
3/10/2007,57,59,58,No,0,22.5,9.1,12.8,11.1,43.4,33.5,38.9,0.028,0.028,0,3.7,39.6,33.3,36.3,0.008,0.008,0,5.9
3/11/2007,57,59,58,No,0,22.5,8.7,13.2,11.2,45.3,23.7,34.7,0,0,0,2.9,40.6,24.7,33.2,0,0,0,5.1
3/12/2007,56,60,58,No,0,22.6,8.8,13.2,11.1,51.9,27.1,39,0,0,0,3.6,45.5,27.6,37,0,0,0,5.3
3/13/2007,55,61,58,No,0,22.5,8.8,13.2,11,54.3,31.6,42.7,0,0,0,4.3,47.7,33.4,40.6,0,0,0,5.1
3/14/2007,55,61,58,No,0,22.1,8.5,13,10.8,53.4,38.5,45.8,0,0,0,6.1,46.6,36.4,41.7,0,0,0,8.8
3/15/2007,54,62,58,No,0,21.8,8.2,12.9,10.6,47.7,31.5,40.9,0,0,0,6,43.3,31.1,37.5,0,0,0,8.2
3/16/2007,53,63,58,No,0,21.6,8.1,12.8,10.5,57.2,30.1,42.3,0,0,0,5.4,52.6,30.6,40.4,0,0,0,6
3/17/2007,52,63,57.5,No,0,21.4,7.9,12.6,10.3,59.1,29.9,44.4,0,0,0,4.3,50.4,31,41.5,0,0,0,6.4
3/18/2007,52,64,58,No,0,20.9,7.6,12.3,9.9,58.5,32.4,45.6,0,0,0,3.5,49.4,33.9,42.2,0,0,0,5.9
3/19/2007,52,64,58,No,0,20.2,6.8,11.9,9.6,59.4,30.8,45.9,0,0,0,5.4,49.9,32.2,41.9,0,0,0,9.7
3/20/2007,51,65,58,No,0,19.7,6.5,11.3,9.3,58.4,36.1,47.5,0.036,0.036,0,6.5,51.9,35.9,43.7,0.052,0.052,0,9.2
3/21/2007,51,66,58.5,No,0,19.2,6,11,9.1,47.8,38,43.1,0.187,0.187,0,10.2,42.1,37.1,40.1,0.136,0.136,0,15.9
3/22/2007,50,67,58.5,No,0,19.6,5.6,11.2,9.1,48.8,33.5,41.3,0,0,0,5.3,41.8,32.9,38,0,0,0,8.2
3/23/2007,49,68,58.5,No,0,19.5,5.2,11.4,9,53.1,29.4,41.9,0,0,0,7.2,48.1,30.9,40.1,0,0,0,7.1
3/24/2007,48,69,58.5,No,0,19.3,4.7,11,8.9,55.4,29.6,43.3,0,0,0,5.4,48.8,32.9,41.8,0,0,0,7.8
3/25/2007,48,70,59,No,0,19,4.1,10.8,8.7,62.9,33.2,49.4,0,0,0,10.4,56,38.3,47.8,0,0,0,10.6
3/26/2007,47,70,58.5,No,0,18.3,3.1,9.9,8.4,63,35.3,51.2,0.028,0.028,0,11.2,57.7,37.7,48.8,0.016,0.016,0,16.1
3/27/2007,46,71,58.5,No,0,17.7,2,9.3,8.1,53.2,36.8,47.8,0.199,0.195,0.028,13.8,53.1,36.9,46.7,0.128,0.128,0,18.9
3/28/2007,46,72,59,No,0,18.2,1.6,9.6,8.3,40.3,33.7,36.5,0.367,0.108,1.796,15,40.8,34.2,37.2,0.38,0.144,1.653,20.6
3/29/2007,47,73,60,No,0,18.7,1.8,10.1,8.7,44.4,32.3,37.7,0.032,0.004,0.334,10.4,43.4,34.2,38.7,0.004,0.004,0.168,16.6
3/30/2007,47,74,60.5,No,0,18.8,1.8,10.3,8.9,43.4,29.1,36.4,0,0,0,7.2,43.2,32,37.8,0,0,0,9
3/31/2007,48,74,61,No,0,18.8,1.4,10.4,8.9,51.6,28.7,41.3,0,0,0,7.9,49.5,34.9,43,0,0,0,8.2
4/1/2007,48,75,61.5,No,0,18.8,1,10.3,8.8,55.2,39.9,47,0.083,0.083,0,5.4,52,42.3,47.2,0.036,0.036,0,8.6
4/2/2007,49,75,62,No,0,18.7,0.6,10.1,8.7,49.7,38.8,45.5,0.12,0.12,0,10,48.6,42.7,46.2,0.04,0.04,0,12.8
4/3/2007,50,76,63,No,0,18.5,0.4,10.3,8.6,52.5,30.7,43.2,0,0,0,5.2,51.4,35.5,44.5,0,0,0,8.6
4/4/2007,51,76,63.5,No,0,18.4,0.2,10.2,8.3,59.8,35.3,49,0,0,0,6,57.7,40.6,49.9,0,0,0,6.5
4/5/2007,53,76,64.5,No,0,17.9,0,9.6,7.9,61.3,37.5,51,0,0,0,5.4,59.1,42.7,52.5,0,0,0,8.6
4/6/2007,55,77,66,No,0,17,0,9,7.5,65.1,36.2,52.5,0,0,0,3.6,62.9,42.8,54.2,0,0,0,5.3
4/7/2007,57,77,67,No,0,16.1,0,8.4,7.1,64.6,38.8,52.3,0,0,0,5.4,62.8,43.7,54.4,0,0,0,7.4
4/8/2007,59,78,68.5,No,0,15,0,7.7,6.6,55.1,45.5,51.6,0.446,0.446,0,6.8,55.6,47.2,52.1,0.309,0.309,0,10.6
4/9/2007,63,79,71,No,0,14.6,0,8,6.6,58.1,39.6,49.4,0.052,0.052,0,13.3,58.5,45.9,51.4,0.032,0.032,0,18.4
4/10/2007,67,80,73.5,No,0,14.6,0,8.2,6.5,44.8,36,40.7,0.004,0.004,0,16.8,46.4,38.3,41.8,0,0,0,22.3
4/11/2007,70,80,75,No,0,14.6,0,8.2,6.6,44.5,31.6,39.2,0,0,0,9,43.2,34.2,39.9,0,0,0,14.2
4/12/2007,73,81,77,No,0,14.8,0,8.2,6.6,52.4,37.2,43.9,0.012,0.012,0,11.6,51.8,39,44.8,0.012,0.012,0,14.8
4/13/2007,75,81,78,No,0,14.7,0,8.2,6.7,55.1,33.1,45,0,0,0,8.5,53.5,39.9,47.1,0,0,0,14
4/14/2007,78,81,79.5,No,0,14.2,0,8,6.6,62.1,33.4,49.3,0,0,0,8.8,60.8,40.9,51,0,0,0,10.5
4/15/2007,80,82,81,No,0,13.6,0,7.1,6.2,60.9,40.6,51.8,0.012,0.012,0,13,59.4,45.7,53.7,0,0,0,16.8
4/16/2007,82,82,82,No,0,12.7,0,6.7,6,63,38.4,51.5,0.004,0.004,0,9.9,59.9,44.4,52.8,0,0,0,17.2
4/17/2007,84,83,83.5,No,0,11.9,0,6,5.9,65,40.3,54.3,0,0,0,11.9,64,46,55.9,0,0,0,17.5
4/18/2007,87,83,85,Yes,1,10.4,0,5,5.4,57.1,37.4,45.5,0.368,0.294,0.525,13,59,38.8,46.7,0.327,0.292,0.25,18.8
4/19/2007,90,84,87,Yes,1,12,0.9,5.8,5.7,44.6,34.7,39.6,0.136,0.032,0.774,13,44.7,37.5,40.7,0.06,0.036,0.194,20.1
4/20/2007,92,84,88,Yes,1,13.7,1.9,6.1,5.8,47.5,35.7,41.8,0.016,0.016,0,5.5,46.4,39.2,43.2,0.032,0.032,0,9.3
4/21/2007,95,85,90,Yes,1,13.8,1.7,6,5.8,50.8,32.6,43.3,0.044,0.044,0,5.6,50.7,37.8,44.9,0.032,0.032,0,8.6
4/22/2007,97,85,91,Yes,1,13.8,1.1,6,5.7,51.9,36.2,44,0.128,0.128,0,10.5,52.1,43.2,46.7,0.197,0.197,0,13.8
4/23/2007,97,86,91.5,Yes,1,14.6,0.7,6.1,6,53.2,41.5,46.8,0.212,0.212,0,8.5,52.9,42.9,47.5,0.263,0.263,0,11.2
4/24/2007,98,86,92,Yes,1,14.6,0,5.9,6.2,59.2,37.4,49.7,0,0,0,10.2,57.2,41.7,50.8,0.012,0.012,0,9.8
4/25/2007,99,86,92.5,Yes,1,14.4,0,5.5,6,62,41.1,54.5,0,0,0,6.3,60.3,45.9,55.4,0,0,0,7.2
4/26/2007,100,87,93.5,Yes,1,13.7,0,4.3,5.6,60.6,45.5,54.9,0,0,0,8.1,59.5,48.8,55.9,0.004,0.004,0,9.2
4/27/2007,100,87,93.5,Yes,1,13,0,3.4,5.3,64.1,47.4,57,0,0,0,4.5,62.7,48.5,57,0,0,0,7.7
4/28/2007,100,88,94,Yes,1,12.1,0,2.3,4.8,72.2,40.9,58.9,0,0,0,5.6,70.9,47.6,60.6,0,0,0,4.7
4/29/2007,100,88,94,Yes,1,11.1,0,1.3,4.3,79.2,45.6,65.4,0,0,0,7.9,77.1,52.8,66.7,0,0,0,7.4
4/30/2007,100,89,94.5,Yes,1,9.3,0,0,3.8,74.7,52.4,67.3,0,0,0,5.2,73.5,56.7,68.5,0,0,0,9
5/1/2007,100,89,94.5,Yes,1,7.7,0,0,3.4,79.4,48.7,65.8,0,0,0,10.1,78.8,55.7,68,0,0,0,14.7
5/2/2007,100,90,95,Yes,1,6.1,0,0,3.1,74.2,58.8,67.2,0,0,0,11.7,73.1,63,67.9,0.016,0.016,0,17.5
5/3/2007,100,91,95.5,Yes,1,4.1,0,0,2.7,57,42.7,47.3,0.576,0.576,0,11.3,59.5,44.1,48.3,0.482,0.482,0,18.6
5/4/2007,100,92,96,Yes,1,4.8,0.2,0.2,2.8,48.2,37.7,43.4,0.076,0.076,0,9.6,47.8,40.8,45,0.04,0.04,0,13.6
5/5/2007,100,92,96,Yes,1,5.2,0,0.4,3.1,45.7,40.4,43.2,0.04,0.016,0.224,16.8,47.1,42.3,45.1,0,0,0,23.2
5/6/2007,99,93,96,Yes,1,5.6,0,0.7,3.3,57.8,40.1,49.9,0,0,0,9.6,57.1,42.6,50.4,0,0,0,12
5/7/2007,99,93,96,Yes,1,5.2,0,0.2,3.3,63,37.6,53.1,0,0,0,4.5,60.6,42.4,53.9,0,0,0,8.3
5/8/2007,99,93,96,Yes,1,4.5,0,0,3,67.6,40.8,57.1,0,0,0,3.5,65.6,46,57.7,0,0,0,5.4
5/9/2007,100,93,96.5,Yes,1,3,0,0,2.7,72.9,43.4,60.8,0,0,0,7.2,71.8,49.5,62.1,0,0,0,7.5
5/10/2007,99,93,96,Yes,1,1.5,0,0,2.4,80.3,47,65.4,0,0,0,10.3,78.8,54.5,67.4,0,0,0,9.9
5/11/2007,99,93,96,Yes,1,0.6,0,0,2.1,82.2,50.2,68.1,0,0,0,9,81,57.6,71.3,0,0,0,9.1
5/12/2007,99,93,96,Yes,1,0.1,0,0,1.7,83.7,52.2,69.8,0,0,0,13.9,81.7,61.2,72.5,0,0,0,15
5/13/2007,99,93,96,Yes,1,0,0,0,1.5,78,58.7,69.2,0,0,0,13,76.4,67.5,72.2,0,0,0,19.5
5/14/2007,99,92,95.5,Yes,1,0,0,0,1.3,69.7,50.3,62.3,0,0,0,10.5,69.3,56.8,63.9,0,0,0,15
5/15/2007,99,92,95.5,Yes,1,0,0,0,1.1,74.5,45.5,63.2,0,0,0,4.8,73.4,52.6,64.8,0,0,0,6.5
5/16/2007,99,92,95.5,Yes,1,0,0,0,1,78.6,47.7,66.4,0,0,0,5.9,78,54.8,68.4,0,0,0,5.8
5/17/2007,99,92,95.5,Yes,1,0,0,0,0.8,81.5,49.2,67.9,0,0,0,10.1,81.1,58.3,71.3,0,0,0,12
5/18/2007,99,91,95,Yes,1,0,0,0,0.7,81.3,53.3,69.4,0,0,0,9.3,81,62.9,73.2,0,0,0,12.2
5/19/2007,99,91,95,Yes,1,0,0,0,0.6,82.8,53.1,70.1,0,0,0,11.1,81.8,62.9,73.4,0,0,0,11.9
5/20/2007,99,90,94.5,Yes,1,0,0,0,0.5,80,53.3,70.4,0.004,0.004,0,10.5,79.2,59.4,71.8,0,0,0,15.8
5/21/2007,99,90,94.5,Yes,1,0,0,0,0.4,64.6,49.2,56.4,0.274,0.274,0,11.9,72,51.7,58.5,0.159,0.159,0,18.2
5/22/2007,99,90,94.5,Yes,1,0,0,0,0.4,53.4,41,47.9,0.06,0.06,0,9.3,53.4,44.2,49.1,0.059,0.059,0,13
5/23/2007,99,90,94.5,Yes,1,0,0,0,0.4,59.7,39.2,50.9,0,0,0,7.4,58.6,45.1,52.2,0,0,0,10.3
5/24/2007,99,89,94,Yes,1,0,0,0,0.4,65.7,42.7,56.3,0,0,0,10.7,65.5,48.5,57.9,0,0,0,12.2
5/25/2007,99,89,94,Yes,1,0,0,0,0.4,71.4,49.9,61.6,0,0,0,7.5,70.3,53.3,63.1,0,0,0,9.7
5/26/2007,99,89,94,Yes,1,0,0,0,0.3,75.4,49,63.9,0,0,0,6.2,74,55.9,66.1,0,0,0,7.2
5/27/2007,99,88,93.5,Yes,1,0,0,0,0.3,83,52.2,69.6,0,0,0,11.7,81.8,59.7,71.8,0,0,0,12.3
5/28/2007,99,88,93.5,Yes,1,0,0,0,0.2,76.9,58.6,67.2,0.024,0.024,0,13.9,75.3,62.7,68.7,0.012,0.012,0,18.5
5/29/2007,99,87,93,Yes,1,0,0,0,0.1,64.4,45.6,56.9,0,0,0,8.5,62.8,53.1,59.2,0,0,0,13.6
5/30/2007,99,87,93,Yes,1,0,0,0,0.1,69.1,45.9,60.8,0,0,0,7.3,68.9,50.8,62,0,0,0,10.3
5/31/2007,99,87,93,Yes,1,0,0,0,0.1,74.7,51.1,65.3,0,0,0,5.1,73,55.6,66.4,0,0,0,6.4
6/1/2007,99,87,93,Yes,1,0,0,0,0.1,78.5,50.6,68.5,0,0,0,5.1,76.8,57.2,69.8,0,0,0,8.9
6/2/2007,99,86,92.5,Yes,1,0,0,0,0,83.3,52.4,71.3,0,0,0,5,81.9,58.9,72.9,0,0,0,5.3
6/3/2007,99,86,92.5,Yes,1,0,0,0,0,85.7,55.8,74.1,0,0,0,4.3,84.6,64.1,76.1,0,0,0,6.4
6/4/2007,99,85,92,Yes,1,0,0,0,0,86.2,57.1,74.9,0,0,0,5.5,85.1,64.9,77.4,0,0,0,7.2
6/5/2007,98,85,91.5,Yes,1,0,0,0,0,85.7,63.2,75.2,0,0,0,16.8,83.5,67.2,76.9,0,0,0,24.3
6/6/2007,98,84,91,Yes,1,0,0,0,0,62.8,46,50.4,0.852,0.852,0,14.2,63.6,48.6,52.1,0.707,0.707,0,20.3
6/7/2007,97,83,90,Yes,1,1,0,0,0.4,52.9,42,47.7,0.244,0.244,0,10.5,52.3,44.1,48.5,0.168,0.168,0,16.6
6/8/2007,97,83,90,Yes,1,0.8,0,0,0.3,61.4,46,55,0,0,0,7.4,60.6,48.4,55,0,0,0,7.2
6/9/2007,97,83,90,Yes,1,0.2,0,0,0.2,70.7,45.3,61,0,0,0,4.5,68.9,50.7,61.3,0,0,0,5.1
6/10/2007,97,83,90,Yes,1,0,0,0,0.1,81.1,48.6,67.6,0,0,0,9.3,79.3,54,68.7,0,0,0,14.6
6/11/2007,96,82,89,Yes,1,0,0,0,0,72.9,55.1,65.5,0,0,0,13,72.3,58.1,65.9,0,0,0,20.7
6/12/2007,96,82,89,Yes,1,0,0,0,0,75.4,55.3,66.8,0,0,0,9.4,73.7,59.8,67.8,0,0,0,13
6/13/2007,95,82,88.5,Yes,1,0,0,0,0,79.9,51.5,68.7,0,0,0,7.4,78.7,56.2,69.7,0,0,0,11.2
6/14/2007,95,81,88,Yes,1,0,0,0,0,81.2,55.6,71.3,0,0,0,9,80.2,60.8,72.6,0,0,0,14.2
6/15/2007,94,81,87.5,Yes,1,0,0,0,0,85.7,55.6,73.4,0,0,0,7.1,84.9,63,75.1,0,0,0,13.2
6/16/2007,94,80,87,Yes,1,0,0,0,0,90.6,58.3,77.5,0,0,0,10.1,89,64.2,78.8,0,0,0,10.1
6/17/2007,93,80,86.5,Yes,1,0,0,0,0,75.5,61.8,70.4,0,0,0,12.3,78.9,67.9,71.9,0,0,0,18.4
6/18/2007,92,79,85.5,Yes,1,0,0,0,0,72.7,55,64.5,0,0,0,9.5,72.8,57.1,65.9,0,0,0,14.8
6/19/2007,92,78,85,Yes,1,0,0,0,0,86.8,51.6,72.2,0,0,0,6.2,85.3,60,74,0,0,0,8
6/20/2007,92,78,85,Yes,1,0,0,0,0,90.5,64.1,78.4,0,0,0,12.1,88.9,74.2,81.2,0,0,0,12.8
6/21/2007,91,77,84,No,0,0,0,0,0,90.2,61.5,79.5,0,0,0,7.2,88.1,66.4,80,0,0,0,11.2
6/22/2007,91,77,84,No,0,0,0,0,0,91.4,58.1,78.1,0,0,0,6.8,90.4,65.5,80.1,0,0,0,9.5
6/23/2007,90,77,83.5,No,0,0,0,0,0,89.6,61.5,78.2,0,0,0,6.6,88.3,69.6,81,0,0,0,8.4
6/24/2007,89,76,82.5,No,0,0,0,0,0,87.6,66.1,78.6,0,0,0,6.9,85.8,71.8,80.1,0,0,0,8.3
6/25/2007,88,75,81.5,No,0,0,0,0,0,81.7,62.5,73.9,0,0,0,11.8,80,69.3,75.6,0,0,0,19.4
6/26/2007,86,74,80,No,0,0,0,0,0,85.7,54.3,73,0,0,0,9.8,82.5,63,74.4,0,0,0,16
6/27/2007,85,73,79,No,0,0,0,0,0,89.6,57.7,77.1,0,0,0,8.7,88.4,64.4,78.5,0,0,0,8.6
6/28/2007,84,72,78,No,0,0,0,0,0,92,58.3,78.2,0,0,0,10.1,90,68.4,81.1,0,0,0,10.7
6/29/2007,83,72,77.5,No,0,0,0,0,0,93.2,64,80.6,0,0,0,10.9,91.3,74.6,83.6,0,0,0,11
6/30/2007,82,71,76.5,No,0,0,0,0,0,90.1,61.6,78.9,0,0,0,7,87.9,68.8,80.6,0,0,0,12.6
7/1/2007,80,71,75.5,No,0,0,0,0,0,92.4,63.4,80.6,0,0,0,6.6,90.8,69.4,81.8,0,0,0,8.8
7/2/2007,79,70,74.5,No,0,0,0,0,0,93.7,62.8,81.7,0,0,0,8.6,91.4,70,82.9,0,0,0,10.5
7/3/2007,78,70,74,No,0,0,0,0,0,89.9,66.1,80.6,0,0,0,9.2,87.5,73.8,82.3,0,0,0,15.5
7/4/2007,77,69,73,No,0,0,0,0,0,93.6,62.3,81.9,0,0,0,6.7,91.3,68,82.2,0,0,0,7.8
7/5/2007,75,68,71.5,No,0,0,0,0,0,95.6,63.9,84.2,0,0,0,5.4,93.5,71.1,84.9,0,0,0,6.5
7/6/2007,74,68,71,No,0,0,0,0,0,96.8,66.9,84.6,0,0,0,7.1,95.4,74.7,86.5,0,0,0,8.6
7/7/2007,74,67,70.5,No,0,0,0,0,0,93.3,66.3,82.6,0.079,0.079,0,10.5,91.5,74.3,85,0.04,0.04,0,12.7
7/8/2007,72,67,69.5,No,0,0,0,0,0,91.3,66.2,82.4,0,0,0,7.6,89.4,72.6,83.7,0,0,0,12.2
7/9/2007,71,66,68.5,No,0,0,0,0,0,93.5,66.6,82.6,0,0,0,5.7,91.4,72.2,83.9,0,0,0,9.2
7/10/2007,69,65,67,No,0,0,0,0,0,95.6,65,83.7,0,0,0,5.3,93.1,72.5,84.9,0,0,0,8.6
7/11/2007,69,65,67,No,0,0,0,0,0,95.7,65,83.5,0,0,0,7.2,93,72.5,84.9,0,0,0,11.7
7/12/2007,68,64,66,No,0,0,0,0,0,86.6,75.1,81.3,0,0,0,11.2,85.8,77.5,82.6,0,0,0,16.7
7/13/2007,67,64,65.5,No,0,0,0,0,0,92.8,65.6,81.5,0,0,0,6,90.5,71.9,82.7,0,0,0,7.1
7/14/2007,66,63,64.5,No,0,0,0,0,0,96.5,65.9,83.8,0,0,0,7,94.5,73.7,85.8,0,0,0,9.2
7/15/2007,65,63,64,No,0,0,0,0,0,97,65.9,84.8,0,0,0,8.4,95.3,74,86.9,0,0,0,11.2
7/16/2007,65,62,63.5,No,0,0,0,0,0,94.3,74,86,0.075,0.075,0,10.1,92.7,78.6,87,0.031,0.031,0,11.9
7/17/2007,64,62,63,No,0,0,0,0,0,90.1,73.2,81.1,0.114,0.114,0,10.3,89,77.8,83,0.079,0.079,0,15
7/18/2007,63,61,62,No,0,0,0,0,0,96.5,67.4,83.9,0,0,0,11.6,94.7,75.1,85.9,0,0,0,13.2
7/19/2007,62,61,61.5,No,0,0,0,0,0,95.6,72.4,85.1,0,0,0,13.2,93.7,79.5,87.2,0,0,0,14.6
7/20/2007,61,60,60.5,No,0,0,0,0,0,94.7,70.6,83.7,0,0,0,8.6,92.8,78.6,86.2,0,0,0,10
7/21/2007,60,59,59.5,No,0,0,0,0,0,94.3,71.7,83.6,0,0,0,9.8,92.6,79,86,0,0,0,9.8
7/22/2007,59,59,59,No,0,0,0,0,0,96.7,65.7,84.1,0,0,0,7.8,93,71.7,84.5,0,0,0,9.4
7/23/2007,59,58,58.5,No,0,0,0,0,0,93.8,69.2,84.3,0.008,0.008,0,10.6,91.4,75.6,84.7,0,0,0,15.4
7/24/2007,58,58,58,No,0,0,0,0,0,88.8,73.5,81.6,0.063,0.063,0,9.7,87.5,77.3,82.1,0.036,0.036,0,11.6
7/25/2007,57,57,57,No,0,0,0,0,0,83.1,72.9,78.3,0.096,0.096,0,5.9,82,76,79.1,0.075,0.075,0,6.9
7/26/2007,56,56,56,No,0,0,0,0,0,82.4,68.7,76.3,0.099,0.099,0,6.4,81.7,71.4,76.8,0.13,0.13,0,6.5
7/27/2007,55,56,55.5,No,0,0,0,0,0,85.5,68.7,78.3,0,0,0,5.3,83.9,71.2,78.4,0,0,0,7.9
7/28/2007,55,56,55.5,No,0,0,0,0,0,91.3,67,81.3,0,0,0,6.1,90.3,72.4,82.7,0,0,0,7.5
7/29/2007,54,55,54.5,No,0,0,0,0,0,94.7,66.1,82.7,0,0,0,4.3,92.4,71.8,83.8,0,0,0,7
7/30/2007,53,54,53.5,No,0,0,0,0,0,96.1,66.3,84.2,0,0,0,5.7,93.7,73.3,85.5,0,0,0,7.1
7/31/2007,52,54,53,No,0,0,0,0,0,93.5,71.2,84.1,0,0,0,8.6,91.2,76.9,85.2,0.004,0.004,0,10
8/1/2007,51,53,52,No,0,0,0,0,0,91.1,72.5,83.9,0.004,0.004,0,7.2,89.4,77.3,84.7,0.012,0.012,0,5.2
8/2/2007,50,53,51.5,No,0,0,0,0,0,85.5,70.6,76.6,0.028,0.028,0,5.5,83.4,73.7,77.9,0.09,0.09,0,7.2
8/3/2007,49,52,50.5,No,0,0,0,0,0,81.8,66.8,74.1,0.181,0.181,0,5.9,80.4,68,74,0.194,0.194,0,9.7
8/4/2007,48,52,50,No,0,0,0,0,0,88.6,65.4,78.9,0,0,0,7,87.3,71.4,80.3,0,0,0,11.1
8/5/2007,47,51,49,No,0,0,0,0,0,90.2,66.4,80,0.036,0.036,0,11.5,88.4,72.9,81.6,0.024,0.024,0,11.1
