Date,Avg Salt Lake,Flood y/n,Flood,Atwater (1308) Snow Water Equivalent (in) Start of Day Values,Brighton (366) Snow Water Equivalent (in) Start of Day Values,Dry Fork (906) Snow Water Equivalent (in) Start of Day Values,Lookout Peak (596) Snow Water Equivalent (in) Start of Day Values,Louis Meadow (972) Snow Water Equivalent (in) Start of Day Values,Mill-D North (628) Snow Water Equivalent (in) Start of Day Values,Parleys Upper (856) Snow Water Equivalent (in) Start of Day Values,Snowbird (766) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,Salt Lake CityTemp_Max (°F),Salt Lake CityTemp_min (°F),Salt Lake CityTemp_mean (°F),Salt Lake CityPrecipitation_sum (inch),Salt Lake CityRain_sum (inch),Salt Lake CitySnowfall_sum (inch),Salt Lake CityWindspeed_10m_max (mp/h),SnowbirdTemp_Max (°F),SnowbirdTemp_min (°F),SnowbirdTemp_mean (°F),SnowbirdPrecipitation_sum (inch),SnowbirdRain_sum (inch),SnowbirdSnowfall_sum (inch),SnowbirdWindspeed_10m_max (mp/h)
4/22/2007,89,Yes,1,,12.4,0.3,14.8,0,6.9,,28.5,5.7,39.3,18.7,29.7,0.304,0.068,1.682,8.5,50.3,33.2,41.6,0.19,0.19,0,10.3
4/23/2007,89,Yes,1,,12.3,0.3,15.1,0,7.1,,29.7,6,41.1,28.5,34.1,0.264,0.136,0.938,4.4,50.5,37.7,43.6,0.036,0.036,0,9.1
4/24/2007,89,Yes,1,,12.6,0.2,15.4,0,7.3,,30,6.2,45.4,25.9,36,0.02,0.02,0,9.2,55.5,36.3,47.3,0.024,0.024,0,14.1
4/25/2007,89,Yes,1,,12.5,0,15.1,0,7.3,,30.1,6,49.8,24.8,39,0,0,0,4.9,62.8,36.3,51.6,0,0,0,3.9
4/26/2007,89,Yes,1,,12.1,0,14.5,0,6.4,,29.9,5.6,48.8,30.1,40.1,0.044,0.044,0,9.1,59.6,42.6,52.7,0,0,0,9.3
4/27/2007,89,Yes,1,,11.8,0,13.9,0,5.2,,29.3,5.3,55.5,30.7,43.5,0,0,0,5.6,65.5,43.9,54.9,0,0,0,5.3
4/28/2007,89,Yes,1,,10.5,0,13.1,0,3.7,,28.7,4.8,65.9,30.6,49.1,0,0,0,5.9,74.4,36.9,57.7,0,0,0,5.5
4/29/2007,89,Yes,1,,9.1,0,11.6,0,2.3,,27.6,4.3,68.3,35.4,52.8,0,0,0,7.8,79.9,43,62.7,0,0,0,8.2
4/30/2007,89,Yes,1,,7.8,0,10,0,0.8,,26.2,3.8,64.2,36.5,51.4,0.031,0.031,0,6,75.6,44.7,62.7,0,0,0,5.6
5/1/2007,89,Yes,1,,6.5,0,8.5,0,0,,24.5,3.4,66.3,34.9,51.7,0.008,0.008,0,7.8,77.8,43.3,62,0,0,0,11.7
5/2/2007,89.5,Yes,1,,5.6,0,7.2,0,0,,23.3,3.1,62.7,40.8,52.6,0,0,0,9.9,75.2,48.9,63.4,0,0,0,15.2
5/3/2007,89,Yes,1,,4,0,5.6,0,0,,21.1,2.7,51.4,29.7,36.6,0.533,0.248,2.013,6.7,63.8,40.5,46.5,0.478,0.478,0,13.7
5/4/2007,89.5,Yes,1,,4.2,0,5.8,0,0.2,,21.7,2.8,39.8,24.7,31.5,0.351,0.088,1.931,5.1,47.9,37.3,42,0.088,0.088,0,6.8
5/5/2007,89.5,Yes,1,,4.6,0.1,6,0,0.7,,22.7,3.1,32.1,27.3,29.1,0.306,0,2.204,9.3,43.3,36.7,39.6,0.076,0.052,0.166,17.2
5/6/2007,89.5,Yes,1,,4.8,0.3,6.4,0,0.9,,23.5,3.3,40.3,19.3,32.2,0.004,0.004,0.056,8.1,52.3,32.4,44.8,0.008,0.008,0,12.7
5/7/2007,89.5,Yes,1,,4.9,0,6.4,0,0.9,,23.4,3.3,50.6,16.8,34.8,0,0,0,5.2,61.5,31.3,48.9,0,0,0,5.3
5/8/2007,90,Yes,1,,4.5,0,6,0,0.4,,23.1,3,58.2,27.6,44.1,0,0,0,4.7,68.8,37.3,55.2,0,0,0,3.2
5/9/2007,90,Yes,1,,3.7,0,4.8,0,0,,22.5,2.7,61.8,30.2,47.9,0.012,0.012,0,6.5,73.4,39,58.9,0,0,0,5.3
5/10/2007,90,Yes,1,,2.3,0,3.5,0,0,,21.2,2.4,68.1,34.7,52.8,0,0,0,8.4,80,42.8,62.8,0,0,0,9.9
5/11/2007,90,Yes,1,,1.5,0,2,0,0,,19.4,2.1,69.6,38.4,55.6,0,0,0,7,81.7,46.9,65.5,0,0,0,9
5/12/2007,89,Yes,1,,0.7,0,0.4,0,0,,17.6,1.7,71.1,43.2,57.9,0.004,0.004,0,10.8,83.6,50.6,68.1,0,0,0,14.2
5/13/2007,89,Yes,1,,0.5,0,0,0,0,,16,1.5,67.6,46.4,57.5,0,0,0,10.9,80.8,54.7,67.9,0,0,0,12.7
5/14/2007,89,Yes,1,,0.1,0,0,0,0,,14.6,1.3,57.3,43.6,51.1,0,0,0,8.1,66.9,49.8,58.9,0,0,0,10.3
5/15/2007,89,Yes,1,,0,0,0,0,0,,13.2,1.1,64,32.5,50.1,0,0,0,4.3,75,42.4,62.1,0,0,0,5.8
5/16/2007,89,Yes,1,,0,0,0,0,0,,11.6,1,68.2,35.2,53.2,0,0,0,6,79.3,42.8,64.3,0,0,0,5.7
5/17/2007,89.5,Yes,1,,0,0,0,0,0,,9.2,0.8,69.4,39.2,55.1,0,0,0,6.8,80.7,46.4,65.2,0,0,0,8.5
5/18/2007,89,Yes,1,,0,0,0,0,0,,7.1,0.7,69.7,41.9,56.6,0,0,0,7.6,82.3,48,67,0,0,0,9
5/19/2007,89.5,Yes,1,,0,0,0,0,0,,5.4,0.6,71.1,41.7,57.7,0,0,0,9.2,83.5,50,69,0,0,0,10.1
5/20/2007,90,Yes,1,,0,0,0,0,0,,3.5,0.5,69.9,40.4,57.3,0,0,0,10,82.7,47.8,68.2,0,0,0,12.5
5/21/2007,90,Yes,1,,0,0,0,0,0,,1.6,0.4,54.5,35.6,46.4,0.383,0.383,0,6.3,65.5,47.2,57.7,0.141,0.141,0,10.1
5/22/2007,90,Yes,1,,0,0,0,0,0,,1.9,0.4,42.3,27.5,35.4,0.064,0.02,0.305,8.6,54.3,41.8,47.6,0.008,0.008,0,7.6
5/23/2007,90.5,Yes,1,,0,0,0,0,0,,2,0.4,47.2,29.5,38.4,0.004,0.004,0,7.8,57.5,39.4,49.3,0,0,0,8.4
5/24/2007,90.5,Yes,1,,0,0,0,0,0,,0.9,0.4,53.7,29,43,0,0,0,8.1,66.6,40.9,55.1,0,0,0,8.4
5/25/2007,90.5,Yes,1,,0,0,0,0,0,,0.4,0.4,59.9,32.3,48.1,0.012,0.012,0,8.8,72.5,42,59.5,0,0,0,7.2
5/26/2007,90.5,Yes,1,,0,0,0,0,0,,0.3,0.3,64.3,37.1,51.7,0.004,0.004,0,8.6,76.4,45.8,62.7,0,0,0,5
5/27/2007,90.5,Yes,1,,0,0,0,0,0,,0.1,0.3,71.7,40.4,57.6,0,0,0,9.7,84.9,48.5,68.6,0,0,0,11.1
5/28/2007,90.5,Yes,1,,0,0,0,0,0,,0,0.2,61.3,46,54.2,0.079,0.079,0,8.8,72.5,55.9,65.7,0.059,0.059,0,11
5/29/2007,90.5,Yes,1,,0,0,0,0,0,,0,0.1,52.8,38.4,45.7,0,0,0,8.8,64.1,49.4,57.1,0,0,0,9.7
5/30/2007,90,Yes,1,,0,0,0,0,0,,0,0.1,58.4,30.9,46.8,0,0,0,8.1,70.5,44.9,59.6,0,0,0,8.3
5/31/2007,90,Yes,1,,0,0,0,0,0,,0,0.1,63,34.6,51,0,0,0,9.4,75.7,46.5,63.8,0,0,0,10.1
6/1/2007,90,Yes,1,,0,0,0,0,0,,0,0.1,67,35.7,54.2,0,0,0,8.2,79,45.5,66.3,0,0,0,8
6/2/2007,90,Yes,1,,0,0,0,0,0,,0,0,72,38.8,57.8,0.004,0.004,0,6.2,83.5,47.6,69.2,0,0,0,7.6
6/3/2007,90,Yes,1,,0,0,0,0,0,,0,0,73.2,41.8,59.6,0,0,0,7,85.4,50.9,71.9,0,0,0,7.4
6/4/2007,90,Yes,1,,0,0,0,0,0,,0,0,74.6,43.4,61.5,0,0,0,6.9,86.2,53.2,73.6,0,0,0,4.9
6/5/2007,90,Yes,1,,0,0,0,0,0,,0,0,75.2,51.7,64.2,0,0,0,13.8,87,59.2,74.6,0,0,0,20.2
6/6/2007,90,Yes,1,,0,0,0,0,0,,0,0,53.3,31.7,38.2,1.196,0.468,5.123,8.2,61.9,41.8,47.9,1.153,1.153,0,9.1
6/7/2007,89,Yes,1,,0.8,0.2,2.1,1.2,1.1,,1.7,0.4,39.7,29.8,33.7,0.248,0.024,1.542,5.5,51.3,40.4,45.4,0.112,0.112,0,7.2
6/8/2007,89.5,Yes,1,,0.6,0,2.2,0.6,1.4,,1.2,0.3,50.6,28.1,40,0,0,0,6.9,63.4,39.4,52.9,0,0,0,6
6/9/2007,89,Yes,1,,0.2,0,1.4,0,1,,0.3,0.2,63.3,30,48.6,0,0,0,7.1,73.6,41.7,60.1,0,0,0,5.7
6/10/2007,89,Yes,1,,0,0,0,0,0,,0,0.1,69.7,36.3,55.7,0,0,0,9.7,81.3,45.2,65.8,0,0,0,12.4
6/11/2007,89,Yes,1,,0,0,0,0,0,,0,0,65,44.3,55.7,0,0,0,8,76.4,56.3,66.3,0,0,0,9.7
6/12/2007,88.5,Yes,1,,0,0,0,0,0,,0,0,62.7,46,54.7,0,0,0,9.1,73.2,55.7,65.7,0,0,0,9.1
6/13/2007,88,Yes,1,,0,0,0,0,0,,0,0,68.5,38.4,55.7,0,0,0,7.2,80.4,47.5,67,0,0,0,8.2
6/14/2007,87.5,Yes,1,,0,0,0,0,0,,0,0,70.4,42.4,58.7,0,0,0,7.7,82.7,51.8,70.4,0,0,0,7.5
6/15/2007,87,Yes,1,,0,0,0,0,0,,0,0,76.7,43.7,62.3,0,0,0,7.2,88.9,52.4,73.2,0,0,0,5.3
6/16/2007,86.5,Yes,1,,0,0,0,0,0,,0,0,81,48.7,66.8,0,0,0,12.2,92.8,57.7,77.2,0,0,0,14.9
6/17/2007,86,Yes,1,,0,0,0,0,0,,0,0,62.3,51.9,58.2,0,0,0,10.3,74,60.9,69.1,0,0,0,12
6/18/2007,85.5,Yes,1,,0,0,0,0,0,,0,0,64.4,44.6,54.4,0,0,0,6.7,75.7,55.1,65.4,0,0,0,6.4
6/19/2007,85.5,Yes,1,,0,0,0,0,0,,0,0,78.2,39.9,61.4,0,0,0,8.2,89.7,48.9,72.1,0,0,0,8.3
6/20/2007,85,Yes,1,,0,0,0,0,0,,0,0,80.1,50,66.2,0,0,0,9.7,91.5,58.4,76.4,0,0,0,12.2
6/21/2007,84.5,No,0,,0,0,0,0,0,,0,0,79.1,49.3,66.1,0,0,0,6.7,90,61.4,78.3,0,0,0,8.4
6/22/2007,83.5,No,0,,0,0,0,0,0,,0,0,81,46.5,66.6,0,0,0,6.4,92.1,54.4,77.3,0,0,0,5.4
6/23/2007,83.5,No,0,,0,0,0,0,0,,0,0,80.9,49.6,66.7,0,0,0,8.5,92.6,58.6,77.2,0,0,0,7.5
6/24/2007,83,No,0,,0,0,0,0,0,,0,0,80,55.4,67.7,0,0,0,10.4,91.4,63.6,77.6,0,0,0,12.1
6/25/2007,82.5,No,0,,0,0,0,0,0,,0,0,71.7,56.7,64.2,0,0,0,8,81,66,74.3,0,0,0,9.9
6/26/2007,82.5,No,0,,0,0,0,0,0,,0,0,78.8,45.3,64.1,0,0,0,5.5,86.5,57.3,74.5,0,0,0,6
6/27/2007,82,No,0,,0,0,0,0,0,,0,0,80.8,46.5,66.5,0,0,0,7.9,91.4,55.6,76.9,0,0,0,9
6/28/2007,81,No,0,,0,0,0,0,0,,0,0,81.8,48.8,67.5,0,0,0,9,92.3,59,77.6,0,0,0,11.3
6/29/2007,81,No,0,,0,0,0,0,0,,0,0,83.4,52.7,69.4,0,0,0,9.9,94,61.2,79.1,0,0,0,11.8
6/30/2007,80.5,No,0,,0,0,0,0,0,,0,0,81.9,55.4,69.2,0,0,0,7.9,92.8,63.9,79.2,0,0,0,9.2
7/1/2007,80,No,0,,0,0,0,0,0,,0,0,84.8,48.8,69.5,0,0,0,7.1,95.1,57.5,79.7,0,0,0,4.9
7/2/2007,79.5,No,0,,0,0,0,0,0,,0,0,85.6,50.1,70.3,0,0,0,9.6,96.6,58.3,80.4,0,0,0,8.4
7/3/2007,79.5,No,0,,0,0,0,0,0,,0,0,80.4,54.9,69.3,0,0,0,8.3,89.9,73.2,81.7,0,0,0,8.8
7/4/2007,78.5,No,0,,0,0,0,0,0,,0,0,83.4,51.9,69.6,0,0,0,7.5,92.3,64,80.9,0,0,0,9.3
7/5/2007,78,No,0,,0,0,0,0,0,,0,0,87,52.5,71.6,0.044,0.044,0,5.3,96.1,61.5,82.4,0,0,0,7.4
7/6/2007,77.5,No,0,,0,0,0,0,0,,0,0,86.9,55.6,72.8,0,0,0,6.3,97.5,63.3,83.1,0,0,0,7.4
7/7/2007,77.5,No,0,,0,0,0,0,0,,0,0,83.9,56.2,71.5,0,0,0,8.7,94.6,62.9,81.6,0,0,0,8.3
7/8/2007,77,No,0,,0,0,0,0,0,,0,0,81.2,53.7,70,0,0,0,9.2,91.9,64.7,82.3,0,0,0,8.5
7/9/2007,76,No,0,,0,0,0,0,0,,0,0,84.8,52.1,70.9,0,0,0,8.5,95.7,62.2,82.1,0,0,0,6.5
7/10/2007,75.5,No,0,,0,0,0,0,0,,0,0,85.4,52.8,71.8,0,0,0,7.3,95.8,62.1,82.9,0,0,0,6.1
7/11/2007,75,No,0,,0,0,0,0,0,,0,0,86.1,53.7,71.6,0,0,0,4.9,96.4,61.6,81.9,0,0,0,9.5
7/12/2007,74.5,No,0,,0,0,0,0,0,,0,0,76.7,59.7,67,0.169,0.169,0,3.8,88.5,70.6,78.7,0.004,0.004,0,5.3
7/13/2007,74.5,No,0,,0,0,0,0,0,,0,0,82.5,53.8,69.2,0,0,0,8.4,94.3,63.3,80.4,0,0,0,9.3
7/14/2007,74,No,0,,0,0,0,0,0,,0,0,86.3,54.4,72.1,0,0,0,5.6,97.2,61.8,82.3,0,0,0,5.3
7/15/2007,73,No,0,,0,0,0,0,0,,0,0,87.9,55.9,73.9,0,0,0,6.5,98.6,64.4,84.3,0,0,0,6.7
7/16/2007,72.5,No,0,,0,0,0,0,0,,0,0,83.1,59.3,71.6,0.071,0.071,0,8.6,93.3,70.5,84.3,0.004,0.004,0,7.9
7/17/2007,72,No,0,,0,0,0,0,0,,0,0,80.5,60.2,69.6,0.032,0.032,0,6.9,92.4,71,80.5,0.008,0.008,0,12.4
7/18/2007,72,No,0,,0,0,0,0,0,,0,0,85.4,56.4,72.1,0,0,0,7.8,96.6,64.6,82.5,0,0,0,11
7/19/2007,71.5,No,0,,0,0,0,0,0,,0,0,85.8,59.6,73.4,0,0,0,8.6,96.8,67.2,83.2,0,0,0,9.8
7/20/2007,71,No,0,,0,0,0,0,0,,0,0,85,58,73,0,0,0,8.4,96,67,83,0,0,0,9.7
7/21/2007,70,No,0,,0,0,0,0,0,,0,0,84.8,60.8,73.7,0,0,0,7.8,96.1,68.7,83.6,0,0,0,7.9
7/22/2007,70,No,0,,0,0,0,0,0,,0,0,87.5,57.4,72.7,0.039,0.039,0,5.6,96.3,68.6,84.1,0,0,0,5.2
7/23/2007,69.5,No,0,,0,0,0,0,0,,0,0,84.4,59,70.1,0.237,0.237,0,6.9,93.9,67.3,81,0.02,0.02,0,9.1
7/24/2007,69,No,0,,0,0,0,0,0,,0,0,77.8,58.7,67.3,0.245,0.245,0,6.9,90.2,67.4,78.5,0.012,0.012,0,9.9
7/25/2007,68.5,No,0,,0,0,0,0,0,,0,0,72.7,59.2,65.5,0.61,0.61,0,5.5,83.8,68.3,76,0.063,0.063,0,5.4
7/26/2007,68.5,No,0,,0,0,0,0,0,,0,0,73.8,54.4,63.6,0.185,0.185,0,6,83.8,63,73.3,0.06,0.06,0,6.4
7/27/2007,68,No,0,,0,0,0,0,0,,0,0,73.5,53.6,64.5,0.004,0.004,0,7.2,85.2,63.8,76.3,0,0,0,7.6
7/28/2007,67,No,0,,0,0,0,0,0,,0,0,77.9,53.5,67.1,0,0,0,6.3,90.4,67.3,80.2,0,0,0,8.8
7/29/2007,67,No,0,,0,0,0,0,0,,0,0,79.8,52.9,68.1,0,0,0,4.5,92.6,64.1,81,0,0,0,6.3
7/30/2007,66.5,No,0,,0,0,0,0,0,,0,0,81.8,53.9,69.9,0,0,0,4,94.4,64.7,82.5,0,0,0,5.3
7/31/2007,66.5,No,0,,0,0,0,0,0,,0,0,82.1,57.3,69.2,0.118,0.118,0,4.4,93.9,68.6,81.9,0,0,0,7
8/1/2007,66,No,0,,0,0,0,0,0,,0,0,79.9,57.9,68.3,0.221,0.221,0,4.7,91.5,71.3,81.3,0.012,0.012,0,4.2
8/2/2007,65.5,No,0,,0,0,0,0,0,,0,0,73.8,56.6,64.2,0.363,0.363,0,4.3,84,68.2,75.8,0.008,0.008,0,5.3
8/3/2007,65.5,No,0,,0,0,0,0,0,,0,0,70.8,55.6,62.9,0.415,0.415,0,5.6,82.1,66.8,74.6,0.004,0.004,0,4.7
8/4/2007,65,No,0,,0,0,0,0,0,,0,0,76.8,53.6,65.7,0,0,0,4.6,89.1,64.7,77.6,0,0,0,5.6
8/5/2007,64.5,No,0,,0,0,0,0,0,,0,0,77.5,55.2,66.9,0.012,0.012,0,9.2,91,65.2,79.1,0,0,0,13.5
8/6/2007,64,No,0,,0,0,0,0,0,,0,0,76.3,57.2,67.1,0,0,0,8.9,89,67.1,78.9,0,0,0,11.9
8/7/2007,63.5,No,0,,0,0,0,0,0,,0,0,75,55.4,66,0,0,0,9.4,87.7,63.9,77.5,0,0,0,10.7
8/8/2007,63.5,No,0,,0,0,0,0,0,,0,0,75.2,51.6,64.2,0,0,0,7.5,87.6,64.6,76.3,0,0,0,7.6
8/9/2007,63,No,0,,0,0,0,0,0,,0,0,78.2,49.6,65.1,0,0,0,10.3,90.4,59.9,76.6,0,0,0,12.3
8/10/2007,63,No,0,,0,0,0,0,0,,0,0,78,55.3,67.1,0,0,0,10.8,90.3,62.4,77.6,0,0,0,12.2
8/11/2007,62,No,0,,0,0,0,0,0,,0,0,80.7,54.2,67.7,0,0,0,10.7,92.1,62.4,78.2,0,0,0,11.7
8/12/2007,61.5,No,0,,0,0,0,0,0,,0,0,82.4,57.6,70.6,0.012,0.012,0,9.8,94.4,65.1,81,0,0,0,12.3
8/13/2007,61.5,No,0,,0,0,0,0,0,,0,0,85.2,59.8,73.2,0,0,0,9.3,97.2,67.8,83.6,0,0,0,10.4
8/14/2007,61,No,0,,0,0,0,0,0,,0,0,84.1,57.8,71.4,0.031,0.031,0,5.8,94.8,65.3,82,0.012,0.012,0,8.5
8/15/2007,61,No,0,,0,0,0,0,0,,0,0,83,57.3,70.4,0.012,0.012,0,5.4,94,65.8,81.5,0,0,0,8.9
8/16/2007,60.5,No,0,,0,0,0,0,0,,0,0,83.3,55.9,69.7,0.064,0.064,0,5.6,93.8,64.7,80.6,0.004,0.004,0,10.9
8/17/2007,60,No,0,,0,0,0,0,0,,0,0,80.8,58.1,69.8,0.004,0.004,0,8.8,92.4,66.7,80.9,0,0,0,12.4
8/18/2007,59.5,No,0,,0,0,0,0,0,,0,0,77.8,60.3,68.2,0.052,0.052,0,8.6,89.8,70,79.8,0,0,0,10.5
8/19/2007,59.5,No,0,,0,0,0,0,0,,0,0,80.3,59.1,70,0,0,0,13.2,93.4,66.7,80.8,0,0,0,17.1
8/20/2007,59,No,0,,0,0,0,0,0,,0,0,74.1,56.1,65.3,0,0,0,8.7,86.2,67.1,76.1,0,0,0,6.8
8/21/2007,58.5,No,0,,0,0,0,0,0,,0,0,75.2,54.7,65.4,0,0,0,7.8,86.6,66.1,76.6,0,0,0,5.2
8/22/2007,58.5,No,0,,0,0,0,0,0,,0,0,76.6,51.6,64.2,0.063,0.063,0,9.9,87.3,68.1,76.2,0.012,0.012,0,10.4
8/23/2007,58,No,0,,0,0,0,0,0,,0,0,71,54.4,61.7,0.012,0.012,0,9.2,81.7,65,73.2,0,0,0,7.4
8/24/2007,58,No,0,,0,0,0,0,0,,0,0,71.7,48,60.9,0,0,0,8.1,82.9,65.8,74.1,0,0,0,4.7
8/25/2007,58.5,No,0,,0,0,0,0,0,,0,0,80.6,47,65.2,0,0,0,8.8,91.3,57,76.3,0,0,0,6.2
8/26/2007,58,No,0,,0,0,0,0,0,,0,0,81.4,57.3,69,0,0,0,7.7,92,65.3,79.3,0.004,0.004,0,12.1
8/27/2007,58,No,0,,0,0,0,0,0,,0,0,74.4,56.9,65.4,0.091,0.091,0,6.3,84.3,65.8,75.1,0.06,0.06,0,9.4
8/28/2007,57.5,No,0,,0,0,0,0,0,,0,0,76.7,53.4,65.3,0,0,0,6.4,87.3,61.6,75.4,0,0,0,5.5
8/29/2007,57.5,No,0,,0,0,0,0,0,,0,0,78.5,50.7,65.6,0.024,0.024,0,4,89.1,61.2,76.8,0,0,0,5.4
8/30/2007,57.5,No,0,,0,0,0,0,0,,0,0,81.7,52.8,68,0,0,0,5.4,92.6,60.1,78.3,0,0,0,4.9
8/31/2007,57,No,0,,0,0,0,0,0,,0,0,77.8,59.2,66.8,0.012,0.012,0,8.8,88.5,69.6,79.1,0,0,0,6.8
9/1/2007,57,No,0,,0,0,0,0,0,,0,0,78.5,51.6,66.5,0,0,0,5.5,90.4,62.6,78.4,0,0,0,5.1
9/2/2007,56.5,No,0,,0,0,0,0,0,,0,0,82.3,53.1,68.3,0.004,0.004,0,5.6,92.9,62,79.4,0,0,0,5.7
9/3/2007,56.5,No,0,,0,0,0,0,0,,0,0,79.8,55,68.3,0,0,0,5.6,90.7,65.1,79,0,0,0,5.4
9/4/2007,56.5,No,0,,0,0,0,0,0,,0,0,79.6,54.6,66.3,0.028,0.028,0,9.4,91.5,62.7,76.8,0.016,0.016,0,12.1
9/5/2007,56,No,0,,0,0,0,0,0,,0,0,61.9,50.7,55.9,0.448,0.448,0,7.5,69.9,60.2,65.1,0.213,0.213,0,7.9
9/6/2007,56,No,0,,0,0,0,0,0,,0,0,60.9,45.6,53.4,0.059,0.059,0,6.8,71.2,55.6,64.2,0.024,0.024,0,6.1
9/7/2007,56,No,0,,0,0,0,0,0,,0,0,68.6,41.8,56.1,0,0,0,7.5,79.7,52.4,68.1,0,0,0,5.1
9/8/2007,56,No,0,,0,0,0,0,0,,0,0,70.2,45.1,58.7,0,0,0,8.5,81.6,57,70.1,0,0,0,4.5
9/9/2007,56,No,0,,0,0,0,0,0,,0,0,65.8,46.3,55.6,0.012,0.012,0,9.3,75.3,56.9,66.4,0,0,0,10.3
9/10/2007,56,No,0,,0,0,0,0,0,,0,0,65.4,39.5,52.8,0,0,0,5.4,74.2,54.8,63.9,0,0,0,5.6
9/11/2007,55.5,No,0,,0,0,0,0,0,,0,0,70,41.4,56,0.008,0.008,0,8.1,79.9,51.6,67.5,0,0,0,5.3
9/12/2007,55,No,0,,0,0,0,0,0,,0,0,73.1,42,58.8,0,0,0,8.3,85.3,51.4,70.2,0,0,0,6.1
9/13/2007,55,No,0,,0,0,0,0,0,,0,0,74.3,46.4,60.4,0,0,0,8.1,85.1,55.6,70.9,0,0,0,10.3
9/14/2007,55,No,0,,0,0,0,0,0,,0,0,72.6,51.9,61.4,0.036,0.036,0,11.5,84.9,59.7,72.3,0,0,0,16.6
9/15/2007,55,No,0,,0,0,0,0,0,,0,0,72.3,50.6,61.8,0,0,0,10.8,84.5,60.6,72.3,0,0,0,12.5
9/16/2007,54.5,No,0,,0,0,0,0,0,,0,0,69.8,50.9,60.2,0.08,0.08,0,13.1,82.4,59.2,69.7,0.008,0.008,0,14.5
9/17/2007,54.5,No,0,,0,0,0,0,0,,0,0,60.7,43.4,52.1,0.008,0.008,0,9.2,70.7,54.6,62.7,0,0,0,6.6
9/18/2007,54,No,0,,0,0,0,0,0,,0,0,62.6,40.9,51.5,0,0,0,11.1,75,55.6,63.7,0,0,0,10.9
9/19/2007,54,No,0,,0,0,0,0,0,,0,0,67.8,42.9,55.2,0,0,0,11.7,78.5,49.5,64.7,0,0,0,15.3
9/20/2007,53.5,No,0,,0,0,0,0,0,,0,0,70.1,41.5,56.8,0,0,0,10,81.6,50.9,68,0,0,0,11
9/21/2007,53.5,No,0,,0,0,0,0,0,,0,0,69.6,46.1,58,0,0,0,7.2,80.7,56.9,69,0,0,0,6.4
9/22/2007,53.5,No,0,,0,0,0,0,0,,0,0,70.8,45.8,55.3,0.334,0.334,0,11.7,82.1,52.5,64.4,0.326,0.326,0,13.3
9/23/2007,53.5,No,0,,0,0,0,0,0,,0,0,52.2,37.5,45.5,0.473,0.469,0.028,11.3,61.9,47.5,55.1,0.186,0.186,0,14.5
9/24/2007,53.5,No,0,,0.2,0,0.2,0,0,,0.4,0,41.9,32.3,37,0.369,0.196,1.213,5.8,50.4,41.7,46.1,0.199,0.199,0,5
9/25/2007,53,No,0,,0,0,0.3,0,0,,0.5,0.1,50,28.9,39,0,0,0,5.5,58.6,41.2,49.6,0,0,0,5.4
9/26/2007,53,No,0,,0,0,0.1,0,0,,0,0,54.6,29.9,42.5,0,0,0,6.1,63.6,41.3,53.3,0,0,0,3.9
9/27/2007,53,No,0,,0,0,0,0,0,,0,0,62.7,31.4,47.3,0,0,0,7.5,70.8,38.8,55.8,0,0,0,6
9/28/2007,53,No,0,,0,0,0,0,0,,0,0,61.8,41.7,51.8,0.008,0.008,0,12.7,73.2,48.2,61,0,0,0,15.4
9/29/2007,53,No,0,,0,0,0,0,0,,0,0,51.5,29.5,38,0.439,0.19,1.765,7.8,61.6,35,46.7,0.409,0.409,0,10.9
9/30/2007,53,No,0,,0.1,0.4,0.2,0,0,,0.5,0.1,57,24,38.3,0,0,0,6.5,63.3,31.8,45.8,0,0,0,8
10/1/2007,53,No,0,,0.1,0,0,0,0,,0,0,59.8,35.1,44.7,0.26,0.26,0,14.2,70.6,39.1,52.3,0.028,0.028,0,16.2
10/2/2007,53,No,0,,0,0,0,0,0,,0,0,50.2,29.6,39.8,0.008,0.008,0,5.8,58.8,41.4,48.7,0,0,0,6.8
10/3/2007,53,No,0,,0,0,0,0,0,,0,0,61.8,38.3,49.4,0,0,0,10.8,71.8,42.1,56,0,0,0,12.1
10/4/2007,52.5,No,0,,0,0,0,0,0,,0,0,61.3,40.6,52.1,0.04,0.04,0,13.1,74.8,48.2,62.2,0,0,0,16.7
10/5/2007,52.5,No,0,,0,0,0,0,0,,0,0,53.4,38,46.8,0.647,0.643,0.028,8.5,65.1,46.9,56.7,0.158,0.158,0,15.9
10/6/2007,52.5,No,0,,0.4,0,0.5,0,0.4,,1.2,0.2,36.4,25.8,30.8,0.451,0.091,2.479,6.7,45.8,36.4,39.7,0.252,0.252,0,5.4
10/7/2007,52.5,No,0,,0.5,0.7,0.8,0.3,0.8,,1.9,0.4,36.9,22.2,29.8,0,0,0.028,5.6,50.4,33.6,41.4,0,0,0,4.6
10/8/2007,52.5,No,0,,0.3,0.6,0.7,0.1,0.5,,1.7,0.3,57.1,19.6,36.6,0,0,0,5,64.1,34.6,47.6,0,0,0,5.2
10/9/2007,52.5,No,0,,0,0.4,0.5,0,0.2,,1.5,0.2,63.4,30.8,45.3,0,0,0,8.2,72.3,34.8,52.1,0,0,0,8.9
10/10/2007,52.5,No,0,,0,0,0,0,0,,1.3,0.1,62.5,36.8,48.1,0,0,0,10.6,73.8,41.5,55.9,0,0,0,14.1
